,borough,neighborhood,building_class_category,tax_class_at_present,block,lot,ease-ment,building_class_at_present,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,bbl
9548,3,CARROLL GARDENS          ,14  RENTALS - 4-10 UNIT                     ,2A,467,10, ,S3,427 COURT STREET                         ,            ,11231,3,1,4,1003,4000,1931,2,S3,0,2007-10-10,3004670010
9549,3,CARROLL GARDENS          ,14  RENTALS - 4-10 UNIT                     ,1,479,6, ,S2,543 COURT STREET                         ,            ,11231,2,1,3,1890,3340,1931,2,S3,730000,2007-08-06,3004790006
9576,3,CARROLL GARDENS          ,22  STORE BUILDINGS                         ,4,343,4, ,K1,573 HICKS ST                             ,            ,11231,0,1,1,1500,1380,1931,4,K1,0,2007-03-12,3003430004
9577,3,CARROLL GARDENS          ,22  STORE BUILDINGS                         ,4,345,24, ,K9,350 COURT STREET                         ,            ,11231,0,3,3,5000,13800,1931,4,K9,0,2007-03-26,3003450024
9579,3,CARROLL GARDENS          ,27  FACTORIES                               ,4,376,16, ,F9,92 LUQUER STREET                         ,            ,11231,0,2,2,1500,1326,1971,4,F9,0,2007-07-23,3003760016
9581,3,CARROLL GARDENS          ,31  COMMERCIAL VACANT LAND                  ,4,379,140, ,V1,HUNTINGTON STREET                        ,            ,11231,0,0,0,400,0,0,4,V1,0,2007-09-26,3003790140
9981,3,COBBLE HILL              ,01  ONE FAMILY HOMES                        ,1,301,44, ,A5,155 WARREN STREET                        ,            ,11201,1,0,1,3744,5400,1920,1,A5,0,2007-03-09,3003010044
9982,3,COBBLE HILL              ,01  ONE FAMILY HOMES                        ,1,305,48, ,A4,14 WARREN PLACE                          ,            ,11201,1,0,1,679,1056,1899,1,A4,1200000,2007-10-17,3003050048
9983,3,COBBLE HILL              ,01  ONE FAMILY HOMES                        ,1,305,48, ,A4,14 WARREN PLACE                          ,            ,11201,1,0,1,679,1056,1899,1,A4,1200000,2007-10-17,3003050048
9984,3,COBBLE HILL              ,01  ONE FAMILY HOMES                        ,1,305,49, ,A4,12 WARREN PLACE                          ,            ,11201,1,0,1,679,1056,1899,1,A4,1100000,2007-08-20,3003050049
9985,3,COBBLE HILL              ,01  ONE FAMILY HOMES                        ,1,305,53, ,A4,4 WARREN PLACE                           ,            ,11201,1,0,1,679,1056,1899,1,A4,800000,2007-06-25,3003050053
9986,3,COBBLE HILL              ,01  ONE FAMILY HOMES                        ,1,312,13, ,A1,224 BALTIC STREET                        ,            ,11201,1,0,1,1664,2560,1901,1,A1,2900000,2007-06-27,3003120013
9987,3,COBBLE HILL              ,01  ONE FAMILY HOMES                        ,1,312,51, ,A4,227 KANE STREET                          ,            ,11231,1,0,1,1692,2760,1899,1,A4,2429000,2007-04-18,3003120051
9988,3,COBBLE HILL              ,01  ONE FAMILY HOMES                        ,1,312,51, ,A4,227 KANE STREET                          ,            ,11231,1,0,1,1692,2760,1899,1,A4,0,2007-04-18,3003120051
9989,3,COBBLE HILL              ,01  ONE FAMILY HOMES                        ,1,323,3, ,A5,489 HENRY STREET                         ,            ,11231,1,0,1,2200,2508,1915,1,A5,3600000,2007-10-17,3003230003
9990,3,COBBLE HILL              ,01  ONE FAMILY HOMES                        ,1,332,38, ,A4,241 SACKETT STREET                       ,            ,11231,1,0,1,1400,2968,1884,1,A4,2000000,2007-08-28,3003320038
9992,3,COBBLE HILL              ,02  TWO FAMILY HOMES                        ,1,301,15, ,B9,24 VERANDA PLACE                         ,            ,11201,2,0,2,1206,3192,1899,1,B9,0,2007-09-19,3003010015
9993,3,COBBLE HILL              ,02  TWO FAMILY HOMES                        ,1,306,16, ,B9,198 WARREN STREET                        ,            ,11201,2,0,2,2072,3440,1899,1,B9,1,2007-05-22,3003060016
9994,3,COBBLE HILL              ,02  TWO FAMILY HOMES                        ,1,324,37, ,B1,328 CLINTON STREET                       ,            ,11231,2,0,2,2321,4800,1901,1,B1,3467000,2007-07-17,3003240037
9995,3,COBBLE HILL              ,02  TWO FAMILY HOMES                        ,1,325,38, ,B1,210 KANE STREET                          ,            ,11231,2,0,2,1489,2172,1901,1,B1,1600000,2007-08-10,3003250038
9996,3,COBBLE HILL              ,02  TWO FAMILY HOMES                        ,1,333,36, ,S2,316 COURT STREET                         ,            ,11231,2,1,3,2000,3540,1901,1,S2,0,2007-01-04,3003330036
9997,3,COBBLE HILL              ,03  THREE FAMILY HOMES                      ,1,292,24, ,C0,190 PACIFIC STREET                       ,            ,11201,3,0,3,2000,2920,1899,1,C0,0,2007-05-21,3002920024
9998,3,COBBLE HILL              ,03  THREE FAMILY HOMES                      ,1,292,43, ,C0,189 AMITY STREET                         ,            ,11201,3,0,3,2500,4600,1899,1,C0,400000,2007-09-01,3002920043
9999,3,COBBLE HILL              ,03  THREE FAMILY HOMES                      ,1,306,46, ,C0,169 BALTIC STREET                        ,3,11201,3,0,3,2496,4500,1910,1,C0,0,2007-01-09,3003060046
10000,3,COBBLE HILL              ,03  THREE FAMILY HOMES                      ,1,307,23, ,C0,250 WARREN STREET                        ,            ,11201,3,0,3,2196,4372,1901,1,C0,10,2007-04-24,3003070023
10001,3,COBBLE HILL              ,03  THREE FAMILY HOMES                      ,1,312,1, ,C0,299 CLINTON STREET                       ,            ,11201,3,0,3,1362,2925,1901,1,C0,3100000,2007-06-26,3003120001
10002,3,COBBLE HILL              ,03  THREE FAMILY HOMES                      ,1,312,43, ,A4,243 KANE STREET                          ,            ,11231,1,0,1,2396,4260,1901,1,C0,1802000,2007-06-04,3003120043
10003,3,COBBLE HILL              ,03  THREE FAMILY HOMES                      ,1,332,11, ,C0,214 DEGRAW STREET                        ,            ,11231,3,0,3,900,2700,1899,1,C0,1365000,2007-01-23,3003320011
10004,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,1,291,15, ,B1,126 PACIFIC STREET                       ,4,11201,2,0,2,2500,4000,1900,2,C3,2750000,2007-06-01,3002910015
10005,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2B,291,45, ,C1,131 AMITY STREET                         ,6,11201,8,0,8,1642,3162,1900,2,C1,0,2007-05-21,3002910045
10006,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2A,292,8, ,C3,201 CLINTON STREET                       ,3,11201,4,0,4,2250,5228,1900,2,C3,0,2007-05-21,3002920008
10007,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2A,295,36, ,C3,117 CONGRESS STREET                      ,4,11201,4,0,4,2500,4975,1900,2,C3,1850000,2007-01-26,3002950036
10008,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2A,311,21, ,C3,194 BALTIC STREET                        ,            ,11201,4,0,4,2446,4400,1900,2,C3,2000000,2007-12-20,3003110021
10009,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2B,321,24, ,C1,477 HICKS STREET                         ,8,11231,8,0,8,2272,6000,1920,2,C1,1050000,2007-04-12,3003210024
10010,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,1,323,18, ,A4,459 HENRY STREET                         ,            ,11231,1,0,1,1960,3693,1915,2,C3,1730000,2007-03-09,3003230018
10011,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2A,323,42, ,C3,16 STRONG PLACE                          ,            ,11231,4,0,4,1829,2160,1900,2,C3,0,2007-09-14,3003230042
10012,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2A,323,42, ,C3,16 STRONG PLACE                          ,            ,11231,4,0,4,1829,2160,1900,2,C3,0,2007-09-14,3003230042
10013,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2A,324,5, ,C3,47 STRONG PLACE                          ,            ,11231,4,0,4,2248,2880,1900,2,C3,0,2007-09-24,3003240005
10014,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2A,324,15, ,C3,27 STRONG PLACE                          ,            ,11231,4,0,4,2695,3000,1900,2,C3,0,2007-09-24,3003240015
10015,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2A,324,46, ,C3,344 CLINTON STREET                       ,            ,11231,4,0,4,2173,2700,1900,2,C3,0,2007-10-23,3003240046
10016,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2A,324,54, ,C2,360 CLINTON STREET                       ,            ,11231,5,0,5,2500,4000,1900,2,C2,0,2007-07-11,3003240054
10019,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2A,331,46, ,C3,171 SACKETT STREET                       ,            ,11231,4,0,4,1463,3420,1900,2,C3,0,2007-05-31,3003310046
10020,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,1,332,19, ,B2,230 DE GRAW STREET                       ,            ,11231,2,0,2,2500,3480,1910,2,C3,3401000,2007-08-01,3003320019
10024,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2B,332,46, ,C1,225 SACKETT STREET                       ,8,11231,8,0,8,2200,4400,1900,2,C1,0,2007-10-23,3003320046
10025,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,285,34, ,C6,"139 PACIFIC STREET, 4                    ",            ,11201,0,0,0,0,0,1900,2,C6,875000,2007-05-30,3002850034
10026,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,285,36, ,C6,"135 PACIFIC, 5                           ",            ,11201,0,0,0,0,0,1851,2,C6,800000,2007-01-19,3002850036
10027,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,285,44, ,C6,"119 PACIFIC STREET, 3                    ",            ,11201,0,0,0,0,0,1900,2,C6,810000,2007-06-21,3002850044
10028,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,286,1, ,C6,"199 CLINTON STREET, 5                    ",            ,11201,0,0,0,0,0,1900,2,C6,860000,2007-08-01,3002860001
10029,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,291,20, ,C6,"136 PACIFIC STREET, 3                    ",            ,11201,0,0,0,0,0,1901,2,C6,508000,2007-08-29,3002910020
10030,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,291,24, ,C6,"222 CLINTON STREET, 3                    ",            ,11201,0,0,0,0,0,1900,2,C6,975000,2007-04-23,3002910024
10031,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2,291,43, ,C6,"135 AMITY STREET, 2B                     ",            ,11201,0,0,0,0,0,1901,2,C6,615000,2007-03-29,3002910043
10032,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,292,4, ,C6,"209 CLINTON STREET, 1R                   ",            ,11201,0,0,0,0,0,1901,2,C6,860000,2007-08-01,3002920004
10033,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2,292,16, ,C6,"174 PACIFIC STREET, 4E                   ",            ,11201,0,0,0,0,0,1901,2,C6,585000,2007-01-09,3002920016
10034,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2,292,16, ,C6,"174 PACIFIC STREET, 26                   ",            ,11201,0,0,0,0,0,1901,2,C6,1050000,2007-09-10,3002920016
10035,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2,292,49, ,C6,"177 AMITY STREET, 12                     ",            ,11201,0,0,0,0,0,1910,2,C6,217500,2007-04-13,3002920049
10036,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2,292,49, ,C6,"177 AMITY STREET, 10                     ",            ,11201,0,0,0,0,0,1910,2,C6,760000,2007-09-10,3002920049
10037,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2,292,50, ,C6,"175 AMITY STREET, D3                     ",            ,11201,0,0,0,0,0,1900,2,C6,385000,2007-04-16,3002920050
10038,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,296,23, ,C6,"146 AMITY STREET, 5                      ",            ,11201,0,0,0,0,0,1983,2,C6,640000,2007-12-18,3002960023
10039,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2,302,58, ,C6,"205 WARREN STREET, 2E                    ",            ,11201,0,0,0,0,0,1901,2,C6,995000,2007-07-11,3003020058
10040,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2,302,58, ,C6,"205 WARREN STREET, 3D                    ",            ,11201,0,0,0,0,0,1901,2,C6,475000,2007-07-26,3003020058
10041,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2,302,58, ,C6,"205 WARREN  STREET, 2D                   ",            ,11201,0,0,0,0,0,1901,2,C6,466000,2007-07-31,3003020058
10042,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,310,12, ,C6,"142 BALTIC STREET, 3R                    ",            ,11201,0,0,0,0,0,1923,2,C6,382000,2007-02-08,3003100012
10043,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,311,25, ,C6,"202 BALTIC STREET, 5                     ",            ,11201,0,0,0,0,0,1910,2,C6,404000,2007-09-28,3003110025
10044,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,311,25, ,C6,"202 BALTIC STREET, 2                     ",            ,11201,0,0,0,0,0,1910,2,C6,394000,2007-10-12,3003110025
10045,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,312,22, ,C6,"242 BALTIC STREET, 20                    ",            ,11201,0,0,0,0,0,1920,2,C6,470000,2007-04-24,3003120022
10046,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,312,22, ,C6,"242 BALTIC STREET, 16                    ",            ,11201,0,0,0,0,0,1920,2,C6,480000,2007-06-14,3003120022
10047,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,323,41, ,C6,"10 STRONG PLACE, 2                       ",            ,11231,0,0,0,0,0,1900,2,C6,950000,2007-07-09,3003230041
10048,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,326,17, ,C6,"29 TOMPKINS PLACE, 4                     ",            ,11231,0,0,0,0,0,1910,2,C6,596730,2007-07-18,3003260017
10049,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,331,15, ,C6,"188 DEGRAW STREET, 3                     ",            ,11231,0,0,0,0,0,1984,2,C6,595000,2007-05-30,3003310015
10050,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,332,18, ,C6,"228 DEGRAW STREET, 3                     ",            ,11231,0,0,0,0,0,1900,2,C6,949000,2007-07-26,3003320018
10051,3,COBBLE HILL              ,10  COOPS - ELEVATOR APARTMENTS             ,2,302,9, ,D4,"210 CONGRESS STREET, 1B                  ",            ,11201,0,0,0,0,0,1952,2,D4,450000,2007-01-29,3003020009
10052,3,COBBLE HILL              ,10  COOPS - ELEVATOR APARTMENTS             ,2,302,9, ,D4,"220 CONGRESS STREET, 2C                  ",            ,11201,0,0,0,0,0,1952,2,D4,735000,2007-01-17,3003020009
10053,3,COBBLE HILL              ,10  COOPS - ELEVATOR APARTMENTS             ,2,302,9, ,D4,"200 CONGRESS STREET, 2C                  ",            ,11201,0,0,0,0,0,1952,2,D4,185600,2007-02-13,3003020009
10054,3,COBBLE HILL              ,10  COOPS - ELEVATOR APARTMENTS             ,2,302,9, ,D4,"200 CONGRESS STREET, 5F                  ",            ,11201,0,0,0,0,0,1952,2,D4,185600,2007-03-13,3003020009
10055,3,COBBLE HILL              ,10  COOPS - ELEVATOR APARTMENTS             ,2,302,9, ,D4,"200 CONGRESS STREET, 1B                  ",            ,11201,0,0,0,0,0,1952,2,D4,207000,2007-05-31,3003020009
10056,3,COBBLE HILL              ,10  COOPS - ELEVATOR APARTMENTS             ,2,302,9, ,D4,"220 CONGRESS STREET, 3E                  ",            ,11201,0,0,0,0,0,1952,2,D4,164000,2007-05-31,3003020009
10057,3,COBBLE HILL              ,10  COOPS - ELEVATOR APARTMENTS             ,2,302,9, ,D4,"220 CONGRESS STREET, 5E                  ",            ,11201,0,0,0,0,0,1952,2,D4,162000,2007-05-31,3003020009
10058,3,COBBLE HILL              ,10  COOPS - ELEVATOR APARTMENTS             ,2,302,9, ,D4,"210 CONGRESS STREET, 5E                  ",            ,11201,0,0,0,0,0,1952,2,D4,185600,2007-05-31,3003020009
10059,3,COBBLE HILL              ,10  COOPS - ELEVATOR APARTMENTS             ,2,302,9, ,D4,"210 CONGRESS STREET, 3A                  ",            ,11201,0,0,0,0,0,1952,2,D4,164000,2007-05-31,3003020009
10060,3,COBBLE HILL              ,10  COOPS - ELEVATOR APARTMENTS             ,2,302,9, ,D4,"220 CONGRESS STREET, 2A                  ",            ,11201,0,0,0,0,0,1952,2,D4,448000,2007-05-23,3003020009
10061,3,COBBLE HILL              ,10  COOPS - ELEVATOR APARTMENTS             ,2,302,9, ,D4,"200 CONGRESS, 2D                         ",            ,11201,0,0,0,0,0,1952,2,D4,505500,2007-08-30,3003020009
10062,3,COBBLE HILL              ,10  COOPS - ELEVATOR APARTMENTS             ,2,302,9, ,D4,"210 CONGRESS STREET, 3C                  ",            ,11201,0,0,0,0,0,1952,2,D4,510000,2007-11-02,3003020009
10063,3,COBBLE HILL              ,10  COOPS - ELEVATOR APARTMENTS             ,2,302,9, ,D4,"210 CONGRESS STREET, 3E                  ",            ,11201,0,0,0,0,0,1952,2,D4,780000,2007-11-29,3003020009
10085,3,COBBLE HILL              ,14  RENTALS - 4-10 UNIT                     ,2A,332,10, ,S5,493 HENRY STREET                         ,            ,11231,5,1,6,1240,4000,1900,2,S5,0,2007-08-22,3003320010
10102,3,COBBLE HILL              ,21  OFFICE BUILDINGS                        ,4,286,21, ,K1,130 COURT STREET                         ,            ,11201,0,1,1,14518,28150,1924,4,O6,6500000,2007-07-25,3002860021
10103,3,COBBLE HILL              ,21  OFFICE BUILDINGS                        ,2B,286,31, ,C7,138 COURT STREET                         ,            ,11201,8,1,9,3600,7966,1931,4,O9,1000000,2007-07-25,3002860031
10106,3,COBBLE HILL              ,32  HOSPITAL AND HEALTH FACILITIES          ,4,295,24, ,I4,354 HENRY STREET                         ,            ,11201,8,0,8,2244,5288,1931,4,I4,1600000,2007-03-23,3002950024
