accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
GEOMETRIC_CENTER,"Grantwood Ave, Staten Island, NY 10312, USA",ChIJ7RzWXARLwokRo4doafyP7Ag,"GRANTWOOD AVE, Staten Island, NY, US",40.55003350000001,-74.1796586,1,10312,OK,route
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"Crown Ave, Staten Island, NY 10312, USA",ChIJfSEcfh5LwokRQr9MuP0C9bk,"IVAN PL CROWN AVE AND WOODROW RD, Staten Island, NY, US",40.5478599,-74.18825249999998,2,10312,OK,route
ROOFTOP,"120 S Bridge St, Staten Island, NY 10309, USA",ChIJwe4a30K1w4kRkeLdrr7N2ro,"120 SO BRIDGE ST, Staten Island, NY, US",40.5246924,-74.2386353,1,10309,OK,premise
ROOFTOP,"A, 2910 Broadway, New York, NY 10025, USA",ChIJO87pWz72wokRWKxqNKlGF90,"FERTILE EARTH, Manhattan, NY, US",40.8063057,-73.9645541,1,10025,OK,"establishment,point_of_interest"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
APPROXIMATE,"New York, NY, USA",ChIJOwg_06VPwokRYv534QaPC8g,"WASTE TREATMENT MGMT PLAN, Citywide, NY, US",40.7127753,-74.0059728,1,,OK,"locality,political"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"Harwood Pl, Santa Ana, CA 92701, USA",ChIJ6xGpnhbZ3IARHXfU3AxieWE,"HARWOOD PL BET E48TH & E49TH STS, Brooklyn, NY, US",33.7344494,-117.8622864,1,92701,OK,route
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"645 Rossville Ave, Staten Island, NY 10309, USA",ChIJe_ER8dBKwokR2T5LKVBqubk,"LOTHAN PL,ROSS-VILLE AVE BET WOODROW RD & KRAMER A, Staten Island, NY, US",40.5421641,-74.2081441,1,10309,OK,"establishment,food,grocery_or_supermarket,point_of_interest,store"
APPROXIMATE,"Vineland, NJ, USA",ChIJOajT4I0ux4kR52LIVz7hGEA,"VINELAND,GRANTWOOD AND STOFFORD AVE, Staten Island, NY, US",39.4863773,-75.02596369999998,2,,OK,"locality,political"
GEOMETRIC_CENTER,"Grantwood Ave, Cleveland, OH 44108, USA",ChIJWSjn7_r7MIgRloo9SLmqe9Q,"GRANTWOOD AVE & WOODROW RD, Staten Island, NY, US",41.5260509,-81.6127235,3,44108,OK,route
APPROXIMATE,"Smyrna, GA, USA",ChIJ5xP6dT0M9YgRowT1xO4EYZk,"SHOTWELL SMYRNA & WOEHRLE AVES, Staten Island, NY, US",33.883992600000006,-84.51437609999998,1,,OK,"locality,political"
ROOFTOP,"1525 Albany Ave, Brooklyn, NY 11210, USA",ChIJN3XgElZbwokR41nW79VT0hw,"PATHMARK, Brooklyn, NY, US",40.6354304,-73.93683399999998,2,11210,OK,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"725 5th Ave, New York, NY 10022, USA",ChIJrc9T9fpYwokRdvjYRHT8nI4,"TRUMP TOWER, Manhattan, NY, US",40.7624284,-73.973794,1,10022,OK,"establishment,point_of_interest,premise"
ROOFTOP,"3 Whitwell Pl, Staten Island, NY 10304, USA",ChIJSRRsqpBOwokRd4N36LoPWeQ,"3 WHITWELL PL, Staten Island, NY, US",40.60039920000001,-74.1121818,1,10304,OK,premise
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
APPROXIMATE,"Madison, WI, USA",ChIJ_xkgOm1TBogRmEFIurX8DE4,"E117TH,E118TH STS BET MADISON & 5TH AVES, Manhattan, NY, US",43.07305170000001,-89.4012302,1,,OK,"locality,political"
ROOFTOP,"69-70 Grand Central Pkwy, Forest Hills, NY 11375, USA",ChIJ18l7LYNgwokROMa4cKHASMY,"ARMSTRONG REHAB CENTER, Queens, NY, US",40.724664,-73.83824100000002,1,11375,OK,"establishment,health,physiotherapist,point_of_interest"
ROOFTOP,"161 Prince St #1, New York, NY 10012, USA",ChIJqeEl0I1ZwokRY3pCAs2gBaQ,"CAFE BORGIA, Manhattan, NY, US",40.72614229999999,-74.00122490000003,1,10012,OK,"cafe,establishment,food,point_of_interest"
ROOFTOP,"2300 Hylan Blvd, Staten Island, NY 10306, USA",ChIJt57ytLROwokRYYJS-FQepNg,"HYLAND BLVD BET PRINCETON & ALLISON AVES, Staten Island, NY, US",40.5745124,-74.105097,1,10306,OK,"establishment,health,point_of_interest,veterinary_care"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1985 Davidson Ave, The Bronx, NY 10453, USA",ChIJP0dkcW30wokRB8VQ89XAJrI,"1985-1987 DAVIDSON AVE, Bronx, NY, US",40.8524768,-73.91003309999998,1,10453,OK,premise
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"243 E 59th St, New York, NY 10022, USA",ChIJxR-AcuZYwokRoRDs9IN6DPg,"243 E59TH ST, Manhattan, NY, US",40.760983,-73.964637,1,10022,OK,street_address
GEOMETRIC_CENTER,"Riverside Drive East, New York, NY 10032, USA",ChIJWYyeTI_2wokR5FAVmnB_BjY,"N/O RIVERSIDE DR,E/O 155 PL IN WHITESTONE, Queens, NY, US",40.83473619999999,-73.9474699,2,10032,OK,route
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"Davidson Playground, Davidson Avenue &, W 180th St, The Bronx, NY 10453, United States",ChIJP1DLNnL0wokR0aGAPCkVDks,"DAVIDSON II, Bronx, NY, US",40.8550183,-73.90759880000002,1,10453,OK,"establishment,park,point_of_interest"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
APPROXIMATE,"Newtown Creek, New York, NY, USA",ChIJxxqe8ztZwokRYC9yF4GktAs,"STATE GRANT NEWTOWN CREEK, Brooklyn, NY, US",40.7291124,-73.9369007,1,,OK,"establishment,natural_feature"
ROOFTOP,"165 Bradford St, Brooklyn, NY 11207, USA",ChIJXzGtsk1cwokRVH3xDZcsb4k,"165 BRADFORD ST, Brooklyn, NY, US",40.6754744,-73.89267059999997,1,11207,OK,premise
ROOFTOP,"13792 OK-20, Claremore, OK 74017, USA",ChIJj5vDU3VQtocR4rCFm47vpHo,"20 & 22 MORNINGSIDE AVE & 368,371,373 W116TH ST, Manhattan, NY, US",36.306788,-95.58300899999999,1,74017,OK,"car_repair,establishment,point_of_interest"
RANGE_INTERPOLATED,"26 W 60th St, New York, NY 10023, USA",EiUyNiBXIDYwdGggU3QsIE5ldyBZb3JrLCBOWSAxMDAyMywgVVNBIhoSGAoUChIJyauTHPZYwokRFnR7vdFeSSAQGg,"26-30 W60TH ST, Manhattan, NY, US",40.7688372,-73.9829074,1,10023,OK,street_address
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"533 Hudson St, New York, NY 10014, USA",ChIJD2udspRZwokRNHDgE5ewAsM,"SAZERAC HOUSE, Manhattan, NY, US",40.734305,-74.00642380000002,1,10014,OK,"establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"229 Wolfs Lane, Pelham, NY 10803, United States",ChIJL6ZN9hONwokRwG_7POeNgGk,"VILLAGIO II RISTORANTE, Bronx, NY, US",40.9061138,-73.8118198,1,10803,OK,"establishment,food,point_of_interest,restaurant"
RANGE_INTERPOLATED,"662 Howard Ave, Brooklyn, NY 11212, USA",Eic2NjIgSG93YXJkIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjEyLCBVU0EiGxIZChQKEglzpdTniVzCiREZ_CbH5TifGRCWBQ,"662-644,648-654 HOWARD AVE,99-101 TAPSCOTT ST, Brooklyn, NY, US",40.6658787,-73.9197753,2,11212,OK,street_address
ROOFTOP,"4202 Broadway, Astoria, NY 11103, USA",ChIJh5XhiTxfwokR9IECOUi--6w,"DOYLE'S CORNER RESTAURANT, Manhattan, NY, US",40.7580596,-73.9173718,1,11103,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
,,,"76 W69TH ST,197 COLUMBUS AVE, Manhattan, NY, US",,,0,,ZERO_RESULTS,
ROOFTOP,"306 W 44th St, New York, NY 10036, USA",ChIJka0wd1NYwokRrxahLS3y-dU,"306 W44TH ST, Manhattan, NY, US",40.7586711,-73.9894065,1,10036,OK,street_address
ROOFTOP,"107 Macombs Pl, New York, NY 10039, USA",ChIJJU-8rir0wokRGR0Zxftac7Y,"Flash Inn Renewal, Manhattan, NY, US",40.8279157,-73.9355511,1,10039,OK,"establishment,point_of_interest"
ROOFTOP,"50 East 86th St, New York, NY 10028, USA",ChIJjwXZRL1YwokRt1rI_KU_bkg,"DE MARCHELIER, Manhattan, NY, US",40.78057,-73.958651,1,10028,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"605 3rd Ave, New York, NY 10158, USA",ChIJP9e_igNZwokR_dcBIvJECQI,"FISHER BROS BLDG, Manhattan, NY, US",40.749004,-73.97515159999998,1,10158,OK,"establishment,point_of_interest"
APPROXIMATE,"Manhattan, New York, NY, USA",ChIJYeZuBI9YwokRjMDs_IEyCwo,"PORTMAN HOTEL, Manhattan, NY, US",40.7830603,-73.9712488,1,,OK,"political,sublocality,sublocality_level_1"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"NY-440, Staten Island, NY, USA",ChIJrVxeJ15LwokRV4WiX3o0FZs,"WEST SHORE EXPWAY,MULDOON AVE, Staten Island, NY, US",40.57516070000001,-74.18994099999998,2,,OK,route
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
,,,"STATION-BREAK, Manhattan, NY, US",,,0,,ZERO_RESULTS,
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"247 Dekalb Ave, Brooklyn, NY 11205, USA",ChIJT2yDkblbwokRF8WHI6PUQ3M,"COOKEY'S STEAK PUB, Brooklyn, NY, US",40.6895901,-73.9693918,1,11205,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"Straus Park, West End Ave. &, W 107th St, New York, NY 10025, United States",ChIJ4zvA1yT2wokRncwNUazVWQw,"STRAUS PARK CAFE, Manhattan, NY, US",40.8018478,-73.968187,1,10025,OK,"establishment,park,point_of_interest"
ROOFTOP,"1491 2nd Ave, New York, NY 10075, USA",ChIJqREdDr9YwokRKn64Azyn2gI,"GOOGIE'S, Manhattan, NY, US",40.77257460000001,-73.95591060000002,1,10075,OK,"establishment,food,point_of_interest,restaurant"
ROOFTOP,"1711 Townsend Ave, The Bronx, NY 10453, USA",ChIJma3qLWv0wokRVfPQOU-cS5o,"1711 TOWNSEND AVE, Bronx, NY, US",40.846739,-73.91219099999998,1,10453,OK,street_address
ROOFTOP,"179 West 4th Street, New York, NY 10014, USA",ChIJ9y3B8ZNZwokRvkq0nb__j5I,"COPPER HATCH, Manhattan, NY, US",40.732466,-74.00162569999998,1,10014,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"149 Bleecker St, New York, NY 10012, USA",ChIJ2_SB6JFZwokRZgw66Hc7kSE,"WILLIE'S, Manhattan, NY, US",40.72839620000001,-73.9992785,1,10012,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"112 Lincoln Ave, The Bronx, NY 10454, USA",ChIJrSNA6N31wokR8rOP6iXD4RA,"HORIZON RESTAURANT, Bronx, NY, US",40.807913,-73.92909999999998,1,10454,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"210 10th Ave, New York, NY 10011, USA",ChIJ_eNEOLhZwokRqAfR9OaMay0,"EMPIRE DINER, Manhattan, NY, US",40.7470815,-74.00440809999998,1,10011,OK,"establishment,food,point_of_interest,restaurant"
ROOFTOP,"1974 1st Avenue, New York, NY 10029, USA",ChIJt2_NNJRYwokRrYp46V8T_5A,"ERIC'S, Manhattan, NY, US",40.7866079,-73.94195340000002,1,10029,OK,"doctor,establishment,health,point_of_interest"
,,,"123TH & 124TH STS BET 7TH & 8TH AVES, Manhattan, NY, US",,,0,,ZERO_RESULTS,
ROOFTOP,"50 Avenue A, New York, NY 10009, USA",ChIJbVb28YJZwokR1AMJyfDm66g,"TACO VILLA, Manhattan, NY, US",40.723812,-73.984794,2,10009,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"95 Malcolm X Blvd, New York, NY 10026, USA",ChIJU3ycXhD2wokRZRYWbdAEIYo,"CANAAN IV TOWERS, Manhattan, NY, US",40.8011738,-73.9507181,1,10026,OK,"establishment,point_of_interest"
APPROXIMATE,"East Harlem, New York, NY, USA",ChIJTVaJMQ_2wokRXhEQixzvgR8,"EAST HARLEM URP, Manhattan, NY, US",40.7957399,-73.93892129999998,1,,OK,"neighborhood,political"
ROOFTOP,"11 Stone St # 4, New York, NY 10004, USA",ChIJ7eRlCBRawokRaKlJfx8AuWg,"SWEAT EQUITY, Manhattan, NY, US",40.7041666,-74.0122671,1,10004,OK,"establishment,finance,point_of_interest"
ROOFTOP,"2261 Adam Clayton Powell Jr Blvd, New York, NY 10030, USA",ChIJqSvxfHH2wokRkBfKPINnH_g,"RUSTY'S, Manhattan, NY, US",40.8139709,-73.9442246,1,10030,OK,"establishment,food,point_of_interest,restaurant"
ROOFTOP,"900 5th Ave, New York, NY 10021, USA",ChIJuR35xuxYwokRzsEx7x6IRsI,"DENNISES, Manhattan, NY, US",40.7718459,-73.96730769999998,1,10021,OK,"doctor,establishment,health,point_of_interest,spa"
GEOMETRIC_CENTER,"Buttonwood Rd & Hunt Ln, Staten Island, NY 10304, USA",EjVCdXR0b253b29kIFJkICYgSHVudCBMbiwgU3RhdGVuIElzbGFuZCwgTlkgMTAzMDQsIFVTQSJmImQKFAoSCVFlpE-XTsKJEXGuqZJbQ4ySEhQKEglRZaRPl07CiRFxrqmSW0OMkhoUChIJ0ycJspdOwokRh0UnbW6qRHkaFAoSCQlOLc2QTsKJEQxL3qg84nKMIgoN0_8yGBU1gdPT,"BUTTONWOOD RD,HUNT LANE, Staten Island, NY, US",40.5995475,-74.11135469999998,1,10304,OK,intersection
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
APPROXIMATE,"Staten Island, NY, USA",ChIJ59T0ee9FwokReLy6NIUfJ1A,"445_OAKDALE ST, Staten Island, NY, US",40.5795317,-74.1502007,1,,OK,"political,sublocality,sublocality_level_1"
RANGE_INTERPOLATED,"37 Morris St #15, Staten Island, NY 10309, USA",Ei4xNSwgMzcgTW9ycmlzIFN0LCBTdGF0ZW4gSXNsYW5kLCBOWSAxMDMwOSwgVVNBIiIaIAoaEhgKFAoSCQc4pEYpS8KJEf_iWE4kt_sCECUSAjE1,"15,21,29,37 MORRIS_ST, Staten Island, NY, US",40.5536943,-74.2112777,2,10309,OK,subpremise
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"84 Reading Ave #50, Staten Island, NY 10312, USA",EjA1MCwgODQgUmVhZGluZyBBdmUsIFN0YXRlbiBJc2xhbmQsIE5ZIDEwMzEyLCBVU0EiHhocChYKFAoSCT39TRcIS8KJEYhwsYgrpxXmEgI1MA,"50,70,78 ,84 READING AVE, Staten Island, NY, US",40.5549659,-74.17177290000002,2,10312,OK,subpremise
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"450 Huguenot Ave, Staten Island, NY 10312, USA",ChIJg3YRjd5KwokRw5Gn4EpTil4,"450 HUGUENOT AVE, Staten Island, NY, US",40.5439262,-74.19798420000002,1,10312,OK,premise
GEOMETRIC_CENTER,"Helios Pl, Staten Island, NY 10309, USA",ChIJ45xCp9FKwokRNtSgPDlG0xo,"HELIOS PL,ELKS PL,MAGUIRE AVE, Staten Island, NY, US",40.5417493,-74.210095,3,10309,OK,route
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"Annadale Rd, Staten Island, NY 10312, USA",ChIJjdDS9wNLwokRiPILqmbr9lg,"ANNA DALE RD & FORRESTAL AVE, Staten Island, NY, US",40.5504971,-74.17508339999998,1,10312,OK,route
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"Allen Pl, Staten Island, NY 10312, USA",ChIJo0SUG19KwokRTsB5l2-fDN8,"ALLEN PL NEAR BARCLAY AVE, Staten Island, NY, US",40.52716420000001,-74.16851590000002,2,10312,OK,route
ROOFTOP,"83 Grand St, New York, NY 10013, USA",ChIJucbNu4tZwokRaukHHMb7lI4,"83-87 GRAND ST, Manhattan, NY, US",40.7216802,-74.00255870000002,1,10013,OK,street_address
ROOFTOP,"7 Albany Ave #3, Brooklyn, NY 11216, USA",EigzLCA3IEFsYmFueSBBdmUsIEJyb29rbHluLCBOWSAxMTIxNiwgVVNBIh0aGwoWChQKEgmTx9BliFvCiRFqBVQdQ_JqBhIBMw,"3,5,7-9 ALBANY, Brooklyn, NY, US",40.6804535,-73.9383302,2,11216,OK,subpremise
ROOFTOP,"1988 Davidson Ave, The Bronx, NY 10453, USA",ChIJm6TknW30wokRIC_BunSMsLs,"1988-1996-2024 DAVIDSON AVE, Bronx, NY, US",40.8523757,-73.90958049999998,1,10453,OK,premise
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
,,,"REVISED P&P-SIXTH AVE I REHAB, Brooklyn, NY, US",,,0,,ZERO_RESULTS,
RANGE_INTERPOLATED,"4403 6th Ave, Brooklyn, NY 11220, USA",EiU0NDAzIDZ0aCBBdmUsIEJyb29rbHluLCBOWSAxMTIyMCwgVVNBIhsSGQoUChIJBSUXtclawokRxQvZwroyRvAQsyI,"4403-4409 6TH AVE, Brooklyn, NY, US",40.6469628,-74.004577,1,11220,OK,street_address
ROOFTOP,"80 Beekman St, New York, NY 10038, USA",ChIJ0elz1zxawokRspAms2J78EY,"WOLFS DELI, Manhattan, NY, US",40.7087043,-74.0038177,1,10038,OK,"establishment,food,point_of_interest,store"
ROOFTOP,"6 W 24th St, New York, NY 10010, USA",ChIJxdHuP6RZwokRTWmROxXXxO8,"OTTIMO PIZZA, Manhattan, NY, US",40.74253270000001,-73.9903152,2,10010,OK,"establishment,food,point_of_interest,restaurant"
APPROXIMATE,"Washington Heights, New York, NY, USA",ChIJyzs3Vpz2wokRBAVKClFzdR4,"WASHINGTON HEIGHTS NPA, Manhattan, NY, US",40.84170820000001,-73.9393554,1,,OK,"neighborhood,political"
GEOMETRIC_CENTER,"Central Park, New York, NY, USA",ChIJ4zGFAZpYwokRGUGph3Mf37k,"THE WOK, Manhattan, NY, US",40.78286470000001,-73.9653551,3,,OK,"establishment,park,point_of_interest"
GEOMETRIC_CENTER,"Marion Ave, The Bronx, NY 10458, USA",ChIJiya4UX_zwokRqBEEzwgAFps,"MARION AVE REHAB PROJECT, Bronx, NY, US",40.8656167,-73.88953240000002,1,10458,OK,route
ROOFTOP,"1483 St Johns Pl, Brooklyn, NY 11213, USA",ChIJT5pXhn5cwokRpsMy7ttPflE,"ST MARK PL,SARATOGA AVE,STERLING PL & HOWARD AVE, Brooklyn, NY, US",40.6707891,-73.92958229999998,2,11213,OK,"establishment,point_of_interest"
ROOFTOP,"239 E 5th St, New York, NY 10003, USA",ChIJTxkFWptZwokRQpWXMARIAA4,"JEWEL RESTAURANT, Manhattan, NY, US",40.7270664,-73.9892902,1,10003,OK,"establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"Little Neck Pkwy & E Williston Ave, Queens, NY 11001, USA",EjlMaXR0bGUgTmVjayBQa3d5ICYgRSBXaWxsaXN0b24gQXZlLCBRdWVlbnMsIE5ZIDExMDAxLCBVU0EiZiJkChQKEgkPzQjWXGLCiREGrd4hDGJcVxIUChIJD80I1lxiwokRBq3eIQxiXFcaFAoSCb1VWBRuYsKJERx1T3JKgJNrGhQKEgmJgE-zYGLCiRGUk2OifMiKtCIKDa1yRxgVwG8Q1A,"LITTLE NECK PKWAY,E WILLISTON & JAMAICA AVES, Queens, NY, US",40.7335597,-73.712032,1,11001,OK,intersection
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"Brooklyn, NY 11238, USA",ChIJ8y4WSwpbwokR25xOcB2T7EU,"MUSEUM CAFE, Manhattan, NY, US",40.6709795,-73.9636725,1,11238,OK,"cafe,establishment,food,point_of_interest,subpremise"
ROOFTOP,"Fulton Park, 70 Chauncey St, Brooklyn, NY 11233, USA",ChIJWwO2dXdcwokR48fntL7vPaI,"FULTON PK AREA BND BY DECATUR ST,SUMMER AVE,FULTON, Brooklyn, NY, US",40.6797339,-73.9328673,1,11233,OK,"establishment,park,point_of_interest"
GEOMETRIC_CENTER,"W 136th St, New York, NY, USA",ChIJ6_WsPHD2wokRO9RtcttYm5k,"131,138,140,143 W136TH ST, Manhattan, NY, US",40.817589,-73.94702020000003,1,,OK,route
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"666 Greenwich St, New York, NY 10014, USA",ChIJaZLLw-xZwokR84IKxt-qDD8,"ARCHIVE BLDG, Manhattan, NY, US",40.7323694,-74.0079583,1,10014,OK,"establishment,point_of_interest"
ROOFTOP,"10 Columbus Cir, New York, NY 10019, USA",ChIJ1-edm1hYwokRtqcmk66UT6g,"COLUMBIA LEISURE TIME,INC, Bronx, NY, US",40.7685068,-73.98313490000002,1,10019,OK,"establishment,point_of_interest,premise"
